Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,WHO Region
Western Australia,Australia,-31.9505,115.8605,5/25/20,564,9.0,549.0,wpro
,Austria,47.5162,14.5501,5/25/20,16539,641.0,15138.0,euro
,Azerbaijan,40.1431,47.5769,5/25/20,4271,51.0,2741.0,euro
,Bahamas,25.0343,-77.3963,5/25/20,100,11.0,46.0,paho
,Bahrain,26.0275,50.55,5/25/20,9171,14.0,4753.0,emro
,Bangladesh,23.685,90.3563,5/25/20,35585,501.0,7334.0,searo
,Barbados,13.1939,-59.5432,5/25/20,92,7.0,71.0,paho
,Belarus,53.7098,27.9534,5/25/20,37144,204.0,14449.0,euro
,Belgium,50.8333,4.0,5/25/20,57342,9312.0,15297.0,euro
,Benin,9.3077,2.3158,5/25/20,191,3.0,84.0,afro
,Bhutan,27.5142,90.4336,5/25/20,27,0.0,6.0,searo
,Bolivia,-16.2902,-63.5887,5/25/20,6660,261.0,647.0,paho
,Bosnia and Herzegovina,43.9159,17.6791,5/25/20,2406,146.0,1696.0,euro
,Brazil,-14.235,-51.9253,5/25/20,374898,23473.0,153833.0,paho
,Brunei,4.5353,114.7277,5/25/20,141,1.0,137.0,wpro
,Bulgaria,42.7339,25.4858,5/25/20,2433,130.0,862.0,euro
,Burkina Faso,12.2383,-1.5616,5/25/20,832,52.0,672.0,afro
,Cabo Verde,16.5388,-23.0418,5/25/20,390,3.0,155.0,afro
,Cambodia,11.55,104.9167,5/25/20,124,0.0,122.0,wpro
,Cameroon,3.848,11.5021,5/25/20,4890,,,afro
Alberta,Canada,53.9333,-116.5765,5/25/20,6879,138.0,,paho
British Columbia,Canada,49.2827,-123.1207,5/25/20,2530,161.0,,paho
Grand Princess,Canada,37.6489,-122.6655,5/25/20,13,0.0,,paho
Manitoba,Canada,53.7609,-98.8139,5/25/20,292,7.0,,paho
New Brunswick,Canada,46.5653,-66.4619,5/25/20,121,0.0,,paho
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/25/20,260,3.0,,paho
Nova Scotia,Canada,44.682,-63.7443,5/25/20,1051,,,paho
Ontario,Canada,51.2538,-85.3232,5/25/20,27302,2210.0,,paho
Prince Edward Island,Canada,46.5107,-63.4168,5/25/20,27,0.0,,paho
Quebec,Canada,52.9399,-73.5491,5/25/20,47993,4070.0,,paho
Saskatchewan,Canada,52.9399,-106.4509,5/25/20,634,7.0,,paho
,Central African Republic,6.6111,20.9394,5/25/20,652,1.0,22.0,afro
,Chad,15.4542,18.7322,5/25/20,687,61.0,244.0,afro
,Chile,-35.6751,-71.543,5/25/20,73997,761.0,29302.0,paho
Anhui,China,31.8257,117.2264,5/25/20,991,6.0,985.0,wpro
Beijing,China,40.1824,116.4142,5/25/20,593,9.0,581.0,wpro
Chongqing,China,30.0572,107.874,5/25/20,579,6.0,573.0,wpro
Fujian,China,26.0789,117.9874,5/25/20,357,1.0,355.0,wpro
Gansu,China,37.8099,101.0583,5/25/20,139,2.0,137.0,wpro
Guangdong,China,23.3417,113.4244,5/25/20,1592,8.0,1581.0,wpro
Guangxi,China,23.8298,108.7881,5/25/20,254,2.0,252.0,wpro
Guizhou,China,26.8154,106.8748,5/25/20,147,2.0,145.0,wpro
Hainan,China,19.1959,109.7453,5/25/20,169,6.0,162.0,wpro
Hebei,China,39.549,116.1306,5/25/20,328,6.0,322.0,wpro
Heilongjiang,China,47.862,127.7615,5/25/20,945,,,wpro
Henan,China,33.882,113.614,5/25/20,1276,,,wpro
Hong Kong,China,22.3,114.2,5/25/20,1065,4.0,1030.0,wpro
Hubei,China,30.9756,112.2707,5/25/20,68135,4512.0,63617.0,wpro
Hunan,China,27.6104,111.7088,5/25/20,1019,4.0,1015.0,wpro
Inner Mongolia,China,44.0935,113.9448,5/25/20,232,1.0,204.0,wpro
Jiangsu,China,32.9711,119.455,5/25/20,653,0.0,653.0,wpro
Jiangxi,China,27.614,115.7221,5/25/20,937,1.0,936.0,wpro
Jilin,China,43.6661,126.1923,5/25/20,155,2.0,128.0,wpro
Liaoning,China,41.2956,122.6085,5/25/20,149,2.0,147.0,wpro
Macau,China,22.1667,113.55,5/25/20,45,0.0,45.0,wpro
Ningxia,China,37.2692,106.1655,5/25/20,75,0.0,75.0,wpro
Qinghai,China,35.7452,95.9956,5/25/20,18,0.0,18.0,wpro
Shaanxi,China,35.1917,108.8701,5/25/20,308,3.0,305.0,wpro
Shandong,China,36.3427,118.1498,5/25/20,788,7.0,780.0,wpro
Shanghai,China,31.202,121.4491,5/25/20,669,,,wpro
Shanxi,China,37.5777,112.2922,5/25/20,198,0.0,198.0,wpro
Sichuan,China,30.6171,102.7103,5/25/20,564,3.0,558.0,wpro
Tianjin,China,39.3054,117.323,5/25/20,192,3.0,188.0,wpro
Tibet,China,31.6927,88.0924,5/25/20,1,0.0,1.0,wpro
Xinjiang,China,41.1129,85.2401,5/25/20,76,3.0,73.0,wpro
Yunnan,China,24.974,101.487,5/25/20,185,,,wpro
Zhejiang,China,29.1832,120.0934,5/25/20,1268,1.0,1267.0,wpro
,Colombia,4.5709,-74.2973,5/25/20,21981,750.0,5265.0,paho
,Congo (Brazzaville),-4.0383,21.7587,5/25/20,487,16.0,147.0,afro
,Congo (Kinshasa),-4.0383,21.7587,5/25/20,2297,67.0,337.0,afro
,Costa Rica,9.7489,-83.7534,5/25/20,951,10.0,628.0,paho
,Cote d'Ivoire,7.54,-5.5471,5/25/20,2423,30.0,1257.0,afro
,Croatia,45.1,15.2,5/25/20,2244,100.0,2035.0,euro
,Diamond Princess,0.0,0.0,5/25/20,712,13.0,651.0,
,Cuba,22.0,-80.0,5/25/20,1947,82.0,1704.0,paho
,Cyprus,35.1264,33.4299,5/25/20,937,17.0,594.0,euro
,Czechia,49.8175,15.473,5/25/20,9002,,,euro
Faroe Islands,Denmark,61.8926,-6.9118,5/25/20,187,0.0,187.0,euro
Greenland,Denmark,71.7069,-42.6043,5/25/20,12,0.0,11.0,euro
,Denmark,56.2639,9.5018,5/25/20,11387,563.0,9964.0,euro
,Djibouti,11.8251,42.5903,5/25/20,2468,14.0,1079.0,emro
,Dominican Republic,18.7357,-70.1627,5/25/20,15073,460.0,8285.0,paho
,Ecuador,-1.8312,-78.1834,5/25/20,37355,3203.0,18003.0,paho
,Egypt,26.0,30.0,5/25/20,17967,783.0,4900.0,emro
,El Salvador,13.7942,-88.8965,5/25/20,1983,35.0,772.0,paho
,Equatorial Guinea,1.5,10.0,5/25/20,1043,12.0,165.0,afro
,Eritrea,15.1794,39.7823,5/25/20,39,0.0,39.0,afro
,Estonia,58.5953,25.0136,5/25/20,1824,65.0,1538.0,euro
,Eswatini,-26.5225,31.4659,5/25/20,256,2.0,158.0,afro
,Ethiopia,9.145,40.4897,5/25/20,655,5.0,159.0,afro
,Fiji,-17.7134,178.065,5/25/20,18,0.0,15.0,wpro
,Finland,64.0,26.0,5/25/20,6599,308.0,5100.0,euro
French Guiana,France,3.9339,-53.1258,5/25/20,353,1.0,146.0,euro
French Polynesia,France,-17.6797,149.4068,5/25/20,60,0.0,60.0,euro
Guadeloupe,France,16.25,-61.5833,5/25/20,161,14.0,115.0,euro
Mayotte,France,-12.8275,45.1662,5/25/20,1609,20.0,894.0,euro
New Caledonia,France,-20.9043,165.618,5/25/20,18,0.0,18.0,euro
Reunion,France,-21.1351,55.2471,5/25/20,456,1.0,411.0,euro
Saint Barthelemy,France,17.9,-62.8333,5/25/20,6,0.0,6.0,euro
St Martin,France,18.0708,-63.0501,5/25/20,40,3.0,33.0,euro
Martinique,France,14.6415,-61.0242,5/25/20,197,14.0,91.0,euro
,France,46.2276,2.2137,5/25/20,180166,28407.0,63542.0,euro
,Gabon,-0.8037,11.6094,5/25/20,2135,14.0,562.0,afro
,Gambia,13.4432,-15.3101,5/25/20,25,1.0,17.0,afro
,Georgia,42.3154,43.3569,5/25/20,731,12.0,526.0,euro
,Germany,51.0,9.0,5/25/20,180600,8309.0,161199.0,euro
,Ghana,7.9465,-1.0232,5/25/20,6808,32.0,2070.0,afro
,Greece,39.0742,21.8243,5/25/20,2882,172.0,1374.0,euro
,Guatemala,15.7835,-90.2308,5/25/20,3760,59.0,274.0,paho
,Guinea,9.9456,-9.6966,5/25/20,3275,20.0,1673.0,afro
,Guyana,5.0,-58.75,5/25/20,137,11.0,62.0,paho
,Haiti,18.9712,-72.2852,5/25/20,958,27.0,22.0,paho
,Holy See,41.9029,12.4534,5/25/20,12,0.0,2.0,euro
,Honduras,15.2,-86.2419,5/25/20,4189,182.0,473.0,paho
,Hungary,47.1625,19.5033,5/25/20,3756,491.0,1711.0,euro
,Iceland,64.9631,-19.0208,5/25/20,1804,10.0,1791.0,euro
,India,21.0,78.0,5/25/20,144950,4172.0,60706.0,searo
,Indonesia,-0.7893,113.9213,5/25/20,22750,1391.0,5642.0,searo
,Iran,32.0,53.0,5/25/20,137724,7451.0,107713.0,emro
,Iraq,33.0,44.0,5/25/20,4632,163.0,2811.0,emro
,Ireland,53.1424,-7.6921,5/25/20,24698,1606.0,21060.0,euro
,Israel,31.0,35.0,5/25/20,16734,281.0,14307.0,euro
,Italy,43.0,12.0,5/25/20,230158,32877.0,141981.0,euro
,Jamaica,18.1096,-77.2975,5/25/20,556,9.0,238.0,paho
,Japan,36.0,138.0,5/25/20,16581,830.0,13612.0,wpro
,Jordan,31.24,36.51,5/25/20,711,9.0,479.0,emro
,Kazakhstan,48.0196,66.9237,5/25/20,8969,35.0,4515.0,euro
,Kenya,-0.0236,37.9062,5/25/20,1286,52.0,402.0,afro
,South Korea,36.0,128.0,5/25/20,11225,269.0,10275.0,wpro
,Kuwait,29.5,47.75,5/25/20,21967,165.0,6621.0,emro
,Kyrgyzstan,41.2044,74.7661,5/25/20,1433,16.0,992.0,euro
,Latvia,56.8796,24.6032,5/25/20,1049,22.0,712.0,euro
,Lebanon,33.8547,35.8623,5/25/20,1119,26.0,688.0,emro
,Liberia,6.4281,-9.4295,5/25/20,265,26.0,141.0,afro
,Liechtenstein,47.14,9.55,5/25/20,82,1.0,55.0,euro
,Lithuania,55.1694,23.8813,5/25/20,1635,63.0,1138.0,euro
,Luxembourg,49.8153,6.1296,5/25/20,3993,110.0,3781.0,euro
,Madagascar,-18.7669,46.8691,5/25/20,542,2.0,147.0,afro
,Malaysia,2.5,112.5,5/25/20,7417,115.0,5979.0,wpro
,Maldives,3.2028,73.2207,5/25/20,1395,4.0,155.0,searo
,Malta,35.9375,14.3754,5/25/20,611,6.0,485.0,euro
,Mauritania,21.0079,10.9408,5/25/20,262,9.0,15.0,afro
,Mauritius,-20.2,57.5,5/25/20,334,10.0,322.0,afro
,Mexico,23.6345,-102.5528,5/25/20,71105,7633.0,49452.0,paho
,Moldova,47.4116,28.3699,5/25/20,7147,261.0,3802.0,euro
,Monaco,43.7333,7.4167,5/25/20,98,4.0,90.0,euro
,Mongolia,46.8625,103.8467,5/25/20,141,0.0,33.0,wpro
,Montenegro,42.5,19.3,5/25/20,324,9.0,315.0,euro
,Morocco,31.7917,-7.0926,5/25/20,7532,200.0,4774.0,emro
,Namibia,-22.9576,18.4904,5/25/20,21,0.0,14.0,afro
,Nepal,28.1667,84.25,5/25/20,682,4.0,112.0,searo
Aruba,Netherlands,12.5186,-70.0358,5/25/20,101,3.0,95.0,euro
Curacao,Netherlands,12.1696,-68.99,5/25/20,18,1.0,14.0,euro
Sint Maarten,Netherlands,18.0425,-63.0548,5/25/20,77,15.0,59.0,euro
,Netherlands,52.1326,5.2913,5/25/20,45445,5830.0,0.0,euro
,New Zealand,-40.9006,174.886,5/25/20,1504,21.0,1461.0,wpro
,Nicaragua,12.8654,-85.2072,5/25/20,279,17.0,199.0,paho
,Niger,17.6078,8.0817,5/25/20,951,62.0,786.0,afro
,Nigeria,9.082,8.6753,5/25/20,8068,233.0,2311.0,afro
,North Macedonia,41.6086,21.7453,5/25/20,1999,113.0,1439.0,euro
,Norway,60.472,8.4689,5/25/20,8364,235.0,7727.0,euro
,Oman,21.0,57.0,5/25/20,7770,37.0,1933.0,emro
,Pakistan,30.3753,69.3451,5/25/20,56349,1167.0,17482.0,emro
,Panama,8.538,-80.7821,5/25/20,11183,310.0,6279.0,paho
,Papua New Guinea,-6.315,143.9555,5/25/20,8,0.0,8.0,wpro
,Paraguay,-23.4425,-58.4438,5/25/20,865,11.0,344.0,paho
,Peru,-9.19,-75.0152,5/25/20,123979,3629.0,50949.0,paho
,Philippines,13.0,122.0,5/25/20,14319,873.0,3323.0,wpro
,Poland,51.9194,19.1451,5/25/20,21631,1007.0,9276.0,euro
,Portugal,39.3999,-8.2245,5/25/20,30788,1330.0,17822.0,euro
,Qatar,25.3548,51.1839,5/25/20,45465,26.0,10363.0,emro
,Romania,45.9432,24.9668,5/25/20,18283,1205.0,11630.0,euro
,Russia,60.0,90.0,5/25/20,353427,3633.0,118798.0,euro
,Rwanda,-1.9403,29.8739,5/25/20,336,0.0,238.0,afro
,Saint Lucia,13.9094,-60.9789,5/25/20,18,0.0,18.0,paho
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/25/20,18,0.0,14.0,paho
,San Marino,43.9424,12.4578,5/25/20,666,42.0,270.0,euro
,Saudi Arabia,24.0,45.0,5/25/20,74795,399.0,45668.0,emro
,Senegal,14.4974,-14.4524,5/25/20,3130,35.0,1515.0,afro
,Serbia,44.0165,21.0059,5/25/20,11193,239.0,5920.0,euro
,Seychelles,-4.6796,55.492,5/25/20,11,0.0,11.0,afro
,Singapore,1.2833,103.8333,5/25/20,31960,23.0,15738.0,wpro
,Slovakia,48.669,19.699,5/25/20,1511,28.0,1307.0,euro
,Slovenia,46.1512,14.9955,5/25/20,1469,107.0,1346.0,euro
,Somalia,5.1521,46.1996,5/25/20,1689,66.0,235.0,emro
,South Africa,-30.5595,22.9375,5/25/20,23615,481.0,11917.0,afro
,Spain,40.0,-4.0,5/25/20,235400,26834.0,150376.0,euro
,Sri Lanka,7.0,81.0,5/25/20,1182,10.0,695.0,searo
,Sudan,12.8628,30.2176,5/25/20,3976,170.0,503.0,emro
,Suriname,3.9193,-56.0278,5/25/20,11,1.0,9.0,paho
,Sweden,63.0,16.0,5/25/20,33843,4029.0,0.0,euro
,Switzerland,46.8182,8.2275,5/25/20,30746,1913.0,28200.0,euro
,Taiwan*,23.7,121.0,5/25/20,441,7.0,415.0,wpro
,Tanzania,-6.369,34.8888,5/25/20,509,21.0,183.0,afro
,Thailand,15.0,101.0,5/25/20,3042,57.0,2928.0,searo
,Togo,8.6195,0.8248,5/25/20,386,13.0,161.0,afro
,Trinidad and Tobago,10.6918,-61.2225,5/25/20,116,8.0,108.0,paho
,Tunisia,34.0,9.0,5/25/20,1051,48.0,919.0,emro
,Turkey,38.9637,35.2433,5/25/20,157814,4369.0,120015.0,euro
,Uganda,1.0,32.0,5/25/20,222,0.0,69.0,afro
,Ukraine,48.3794,31.1656,5/25/20,21245,623.0,7234.0,euro
,United Arab Emirates,24.0,54.0,5/25/20,30307,248.0,15657.0,emro
Bermuda,United Kingdom,32.3078,-64.7505,5/25/20,133,9.0,89.0,euro
Cayman Islands,United Kingdom,19.3133,-81.2546,5/25/20,134,1.0,61.0,euro
Channel Islands,United Kingdom,49.3723,-2.3644,5/25/20,559,45.0,517.0,euro
Gibraltar,United Kingdom,36.1408,-5.3536,5/25/20,154,0.0,147.0,euro
Isle of Man,United Kingdom,54.2361,-4.5481,5/25/20,336,24.0,305.0,euro
Montserrat,United Kingdom,16.7425,-62.1874,5/25/20,11,1.0,10.0,euro
,United Kingdom,55.3781,-3.4360000000000004,5/25/20,261184,36914.0,0.0,euro
,Uruguay,-32.5228,-55.7658,5/25/20,787,22.0,629.0,paho
,US,37.0902,-95.7129,5/25/20,1662302,98219.0,379157.0,paho
,Uzbekistan,41.3775,64.5853,5/25/20,3189,13.0,2607.0,euro
,Venezuela,6.4238,-66.5897,5/25/20,1177,10.0,302.0,paho
,Vietnam,16.0,108.0,5/25/20,326,0.0,272.0,wpro
,Zambia,-15.4167,28.2833,5/25/20,920,7.0,336.0,afro
,Zimbabwe,-20.0,30.0,5/25/20,56,4.0,25.0,afro
Diamond Princess,Canada,0.0,0.0,5/25/20,1,1.0,,paho
,Dominica,15.415,-61.371,5/25/20,16,0.0,16.0,paho
,Grenada,12.1165,-61.679,5/25/20,23,,,paho
,Mozambique,-18.665695,35.529562,5/25/20,209,1.0,,afro
,Syria,34.802075,38.99681500000001,5/25/20,106,,,emro
,Timor-Leste,-8.874217,125.727539,5/25/20,24,0.0,,searo
,Belize,13.1939,-59.5432,5/25/20,18,2.0,16.0,paho
,Laos,19.85627,102.495496,5/25/20,19,,,wpro
,Libya,26.3351,17.228331,5/25/20,75,3.0,40.0,emro
,West Bank and Gaza,31.9522,35.2332,5/25/20,423,3.0,357.0,emro
,Guinea-Bissau,11.8037,-15.1804,5/25/20,1178,7.0,42.0,afro
,Mali,17.570692,-3.996166000000001,5/25/20,1059,,604.0,afro
,Saint Kitts and Nevis,17.357822,-62.782998,5/25/20,15,0.0,15.0,paho
Northwest Territories,Canada,64.8255,-124.8457,5/25/20,5,0.0,,paho
Yukon,Canada,64.2823,-135.0,5/25/20,11,0.0,,paho
,Kosovo,42.602636,20.902977,5/25/20,1038,30.0,791.0,euro
,Burma,21.9162,95.956,5/25/20,203,6.0,123.0,searo
Anguilla,United Kingdom,18.2206,-63.0686,5/25/20,3,0.0,3.0,euro
British Virgin Islands,United Kingdom,18.4207,-64.64,5/25/20,8,1.0,6.0,euro
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,5/25/20,12,,10.0,euro
,MS Zaandam,0.0,0.0,5/25/20,9,2.0,0.0,
,Botswana,-22.3285,24.6849,5/25/20,35,1.0,19.0,afro
,Burundi,-3.3731,29.9189,5/25/20,42,1.0,20.0,afro
,Sierra Leone,8.460555000000001,-11.779889,5/25/20,735,42.0,293.0,afro
,Malawi,-13.254307999999998,34.301525,5/25/20,101,4.0,33.0,afro
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/25/20,13,0.0,13.0,euro
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/25/20,1,0.0,1.0,euro
,South Sudan,6.877000000000002,31.307,5/25/20,806,,,afro
,Western Sahara,24.2155,-12.8858,5/25/20,9,0.0,6.0,afro
,Sao Tome and Principe,0.18636,6.613081,5/25/20,299,11.0,4.0,afro
,Yemen,15.552727,48.516388,5/25/20,233,,,emro
,Comoros,-11.6455,43.3333,5/25/20,87,1.0,21.0,afro
,Tajikistan,38.861034,71.276093,5/25/20,3100,,,euro
,Lesotho,-29.609988,28.233608,5/25/20,2,0.0,0.0,afro
,Afghanistan,33.0,65.0,5/26/20,11831,220.0,1128.0,emro
,Albania,41.1533,20.1683,5/26/20,1029,33.0,803.0,euro
,Algeria,28.0339,1.6596,5/26/20,8697,617.0,4918.0,afro
,Andorra,42.5063,1.5218,5/26/20,763,51.0,676.0,euro
,Angola,-11.2027,17.8739,5/26/20,70,4.0,18.0,afro
,Antigua and Barbuda,17.0608,-61.7964,5/26/20,25,3.0,19.0,paho
,Argentina,-38.4161,-63.6167,5/26/20,13228,484.0,4167.0,paho
,Armenia,40.0691,45.0382,5/26/20,7402,91.0,3220.0,euro
Australian Capital Territory,Australia,-35.4735,149.0124,5/26/20,107,3.0,104.0,wpro
New South Wales,Australia,-33.8688,151.2093,5/26/20,3089,48.0,2663.0,wpro
Northern Territory,Australia,-12.4634,130.8456,5/26/20,29,0.0,29.0,wpro
Queensland,Australia,-28.0167,153.4,5/26/20,1058,7.0,1044.0,wpro
South Australia,Australia,-34.9285,138.6007,5/26/20,440,4.0,435.0,wpro
Tasmania,Australia,-41.4545,145.9707,5/26/20,228,13.0,203.0,wpro
Victoria,Australia,-37.8136,144.9631,5/26/20,1618,19.0,1533.0,wpro
Western Australia,Australia,-31.9505,115.8605,5/26/20,570,9.0,549.0,wpro
,Austria,47.5162,14.5501,5/26/20,16557,643.0,15182.0,euro
,Azerbaijan,40.1431,47.5769,5/26/20,4403,52.0,2819.0,euro
,Bahamas,25.0343,-77.3963,5/26/20,100,11.0,46.0,paho
,Bahrain,26.0275,50.55,5/26/20,9366,14.0,4938.0,emro
,Bangladesh,23.685,90.3563,5/26/20,36751,522.0,7579.0,searo
,Barbados,13.1939,-59.5432,5/26/20,92,7.0,71.0,paho
,Belarus,53.7098,27.9534,5/26/20,38059,208.0,15086.0,euro
,Belgium,50.8333,4.0,5/26/20,57455,9334.0,15320.0,euro
,Benin,9.3077,2.3158,5/26/20,208,3.0,118.0,afro
,Bhutan,27.5142,90.4336,5/26/20,27,0.0,6.0,searo
,Bolivia,-16.2902,-63.5887,5/26/20,7136,274.0,677.0,paho
,Bosnia and Herzegovina,43.9159,17.6791,5/26/20,2416,149.0,1721.0,euro
,Brazil,-14.235,-51.9253,5/26/20,391222,24512.0,158593.0,paho
,Brunei,4.5353,114.7277,5/26/20,141,1.0,137.0,wpro
,Bulgaria,42.7339,25.4858,5/26/20,2443,130.0,880.0,euro
,Burkina Faso,12.2383,-1.5616,5/26/20,832,52.0,672.0,afro
,Cabo Verde,16.5388,-23.0418,5/26/20,390,4.0,155.0,afro
,Cambodia,11.55,104.9167,5/26/20,124,0.0,122.0,wpro
,Cameroon,3.848,11.5021,5/26/20,5436,,,afro
Alberta,Canada,53.9333,-116.5765,5/26/20,6901,139.0,,paho
British Columbia,Canada,49.2827,-123.1207,5/26/20,2541,161.0,,paho
Grand Princess,Canada,37.6489,-122.6655,5/26/20,13,0.0,,paho
Manitoba,Canada,53.7609,-98.8139,5/26/20,292,7.0,,paho
New Brunswick,Canada,46.5653,-66.4619,5/26/20,122,0.0,,paho
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/26/20,260,3.0,,paho
Nova Scotia,Canada,44.682,-63.7443,5/26/20,1052,,,paho
Ontario,Canada,51.2538,-85.3232,5/26/20,27624,2235.0,,paho
Prince Edward Island,Canada,46.5107,-63.4168,5/26/20,27,0.0,,paho
Quebec,Canada,52.9399,-73.5491,5/26/20,48607,4140.0,,paho
Saskatchewan,Canada,52.9399,-106.4509,5/26/20,634,8.0,,paho
,Central African Republic,6.6111,20.9394,5/26/20,671,1.0,22.0,afro
,Chad,15.4542,18.7322,5/26/20,700,62.0,303.0,afro
,Chile,-35.6751,-71.543,5/26/20,77961,806.0,30915.0,paho
Anhui,China,31.8257,117.2264,5/26/20,991,6.0,985.0,wpro
Beijing,China,40.1824,116.4142,5/26/20,593,9.0,581.0,wpro
Chongqing,China,30.0572,107.874,5/26/20,579,6.0,573.0,wpro
Fujian,China,26.0789,117.9874,5/26/20,357,1.0,355.0,wpro
Gansu,China,37.8099,101.0583,5/26/20,139,2.0,137.0,wpro
Guangdong,China,23.3417,113.4244,5/26/20,1592,8.0,1581.0,wpro
Guangxi,China,23.8298,108.7881,5/26/20,254,2.0,252.0,wpro
Guizhou,China,26.8154,106.8748,5/26/20,147,2.0,145.0,wpro
Hainan,China,19.1959,109.7453,5/26/20,169,6.0,162.0,wpro
Hebei,China,39.549,116.1306,5/26/20,328,6.0,322.0,wpro
Heilongjiang,China,47.862,127.7615,5/26/20,945,,,wpro
Henan,China,33.882,113.614,5/26/20,1276,,,wpro
Hong Kong,China,22.3,114.2,5/26/20,1065,4.0,1033.0,wpro
Hubei,China,30.9756,112.2707,5/26/20,68135,4512.0,63618.0,wpro
Hunan,China,27.6104,111.7088,5/26/20,1019,4.0,1015.0,wpro
Inner Mongolia,China,44.0935,113.9448,5/26/20,232,1.0,205.0,wpro
Jiangsu,China,32.9711,119.455,5/26/20,653,0.0,653.0,wpro
Jiangxi,China,27.614,115.7221,5/26/20,937,1.0,936.0,wpro
Jilin,China,43.6661,126.1923,5/26/20,155,2.0,128.0,wpro
Liaoning,China,41.2956,122.6085,5/26/20,149,2.0,147.0,wpro
Macau,China,22.1667,113.55,5/26/20,45,0.0,45.0,wpro
Ningxia,China,37.2692,106.1655,5/26/20,75,0.0,75.0,wpro
Qinghai,China,35.7452,95.9956,5/26/20,18,0.0,18.0,wpro
Shaanxi,China,35.1917,108.8701,5/26/20,308,3.0,305.0,wpro
Shandong,China,36.3427,118.1498,5/26/20,788,7.0,780.0,wpro
Shanghai,China,31.202,121.4491,5/26/20,670,,,wpro
Shanxi,China,37.5777,112.2922,5/26/20,198,0.0,198.0,wpro
Sichuan,China,30.6171,102.7103,5/26/20,564,3.0,558.0,wpro
Tianjin,China,39.3054,117.323,5/26/20,192,3.0,188.0,wpro
Tibet,China,31.6927,88.0924,5/26/20,1,0.0,1.0,wpro
Xinjiang,China,41.1129,85.2401,5/26/20,76,3.0,73.0,wpro
Yunnan,China,24.974,101.487,5/26/20,185,,,wpro
Zhejiang,China,29.1832,120.0934,5/26/20,1268,1.0,1267.0,wpro
,Colombia,4.5709,-74.2973,5/26/20,23003,776.0,5511.0,paho
,Congo (Brazzaville),-4.0383,21.7587,5/26/20,487,16.0,147.0,afro
,Congo (Kinshasa),-4.0383,21.7587,5/26/20,2403,68.0,340.0,afro
,Costa Rica,9.7489,-83.7534,5/26/20,956,10.0,634.0,paho
,Cote d'Ivoire,7.54,-5.5471,5/26/20,2477,30.0,1286.0,afro
,Croatia,45.1,15.2,5/26/20,2244,101.0,2046.0,euro
,Diamond Princess,0.0,0.0,5/26/20,712,13.0,651.0,
,Cuba,22.0,-80.0,5/26/20,1963,82.0,1709.0,paho
,Cyprus,35.1264,33.4299,5/26/20,939,17.0,594.0,euro
,Czechia,49.8175,15.473,5/26/20,9050,,,euro
Faroe Islands,Denmark,61.8926,-6.9118,5/26/20,187,0.0,187.0,euro
Greenland,Denmark,71.7069,-42.6043,5/26/20,12,0.0,11.0,euro
,Denmark,56.2639,9.5018,5/26/20,11428,563.0,10044.0,euro
,Djibouti,11.8251,42.5903,5/26/20,2468,14.0,1079.0,emro
,Dominican Republic,18.7357,-70.1627,5/26/20,15264,468.0,8534.0,paho
,Ecuador,-1.8312,-78.1834,5/26/20,37355,3203.0,18003.0,paho
,Egypt,26.0,30.0,5/26/20,18756,797.0,5027.0,emro
,El Salvador,13.7942,-88.8965,5/26/20,2042,36.0,787.0,paho
,Equatorial Guinea,1.5,10.0,5/26/20,1043,12.0,165.0,afro
,Eritrea,15.1794,39.7823,5/26/20,39,0.0,39.0,afro
,Estonia,58.5953,25.0136,5/26/20,1834,65.0,1552.0,euro
,Eswatini,-26.5225,31.4659,5/26/20,261,2.0,164.0,afro
,Ethiopia,9.145,40.4897,5/26/20,701,6.0,167.0,afro
,Fiji,-17.7134,178.065,5/26/20,18,0.0,15.0,wpro
,Finland,64.0,26.0,5/26/20,6628,312.0,5100.0,euro
French Guiana,France,3.9339,-53.1258,5/26/20,384,1.0,146.0,euro
French Polynesia,France,-17.6797,149.4068,5/26/20,60,0.0,60.0,euro
Guadeloupe,France,16.25,-61.5833,5/26/20,161,14.0,115.0,euro
Mayotte,France,-12.8275,45.1662,5/26/20,1634,20.0,894.0,euro
New Caledonia,France,-20.9043,165.618,5/26/20,18,0.0,18.0,euro
Reunion,France,-21.1351,55.2471,5/26/20,459,1.0,411.0,euro
Saint Barthelemy,France,17.9,-62.8333,5/26/20,6,0.0,6.0,euro
St Martin,France,18.0708,-63.0501,5/26/20,40,3.0,33.0,euro
Martinique,France,14.6415,-61.0242,5/26/20,197,14.0,91.0,euro
,France,46.2276,2.2137,5/26/20,179887,28480.0,64222.0,euro
,Gabon,-0.8037,11.6094,5/26/20,2238,14.0,593.0,afro
,Gambia,13.4432,-15.3101,5/26/20,25,1.0,18.0,afro
,Georgia,42.3154,43.3569,5/26/20,732,12.0,537.0,euro
,Germany,51.0,9.0,5/26/20,181200,8372.0,161967.0,euro
,Ghana,7.9465,-1.0232,5/26/20,7117,34.0,2317.0,afro
